texto_pedido,contem_dados_pessoais
Qual o cronograma previsto para a reforma da escola classe 4954 da Ceilândia?,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Solicito meu histórico funcional. Segue meus dados: Rhavi Marques, matrícula 83939, tel +55 (036) 98314 7276.",True
"Solicito meu histórico funcional. Segue meus dados: Isaque da Luz, matrícula 82774, tel +55 (094) 97284-6392.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2018.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Solicito cópia integral do contrato nº 1545/2021 referente à licitação de limpeza urbana.,False
Solicito cópia integral do contrato nº 8847/2018 referente à licitação de limpeza urbana.,False
"Eu, Rafael Dias, RG 574136022, venho requerer minha ficha financeira de 2023.",True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2020.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Solicito cópia integral do contrato nº 8729/2024 referente à licitação de limpeza urbana.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Por favor enviar a resposta exclusivamente para o email pessoal: montenegroluiz-miguel@uol.com.br.,True
"Olá, meu nome é Joana Santos, portador do CPF 398.602.471-96, gostaria de saber o andamento do meu processo.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (055) 97522-5013 ou fixo 0800 488 4882.",True
"Estou enviando meu RG 340651283 e comprovante de residência na Rua Zoe Rezende, 60 para atualização cadastral.",True
"Estou enviando meu RG 347062817 e comprovante de residência na Viela Davi Miguel das Neves, 155 para atualização cadastral.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 15 97399 3056 ou fixo +55 61 6484 0858.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Estou enviando meu RG 825074137 e comprovante de residência na Setor Caldeira, 23 para atualização cadastral.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Eu, Joana Castro, RG 605318724, venho requerer minha ficha financeira de 2023.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2022.,False
Cópia do edital de chamamento público nº 6112 para credenciamento de clínicas.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2022.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em novembro/2019.,False
Solicito cópia integral do contrato nº 4305/2021 referente à licitação de limpeza urbana.,False
"Eu, Dra. Sarah Pimenta, RG 328041579, venho requerer minha ficha financeira de 2023.",True
"Moro na Parque Mariana das Neves, 116 e quero denunciar um buraco na porta da minha casa.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2021.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2021.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2024.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2025.,False
"Moro na Núcleo de Fernandes, 2 e quero denunciar um buraco na porta da minha casa.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Moro na Campo de Duarte, 19 e quero denunciar um buraco na porta da minha casa.",True
"Quero denunciar o servidor Bárbara Cavalcante, que bate o ponto e vai embora.",True
"Solicito meu histórico funcional. Segue meus dados: Luan Dias, matrícula 24200, tel +55 (71) 9 8614-2293.",True
"Eu, Cauê Monteiro, RG 547316203, venho requerer minha ficha financeira de 2023.",True
Segue em anexo meus documentos (CPF 854.320.196-98) para provar que sou eu pedindo sobre a licitação 6386.,True
Qual o cronograma previsto para a reforma da escola classe 8346 da Ceilândia?,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2018.,False
"Eu, Nina Casa Grande, RG 870235412, venho requerer minha ficha financeira de 2023.",True
"Eu, Arthur Gabriel Mendes, RG 068254714, venho requerer minha ficha financeira de 2023.",True
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 2308.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Moro na Conjunto de Garcia e quero denunciar um buraco na porta da minha casa.,True
"Solicito meu histórico funcional. Segue meus dados: Ravi Lucca Gomes, matrícula 35300, tel +55 24 9 9127-1130.",True
Segue em anexo meus documentos (CPF 981.730.264-40) para provar que sou eu pedindo sobre a licitação 90869.,True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em agosto/2019.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em agosto/2024.,False
"Quero denunciar o servidor Luiz Gustavo Jesus, que bate o ponto e vai embora.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Minha mãe, Thales Marques, está aguardando cirurgia. O CPF dela é 529.763.108-40. Qual a posição na fila?",True
Solicito cópia integral do contrato nº 1842/2023 referente à licitação de limpeza urbana.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2020.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Gostaria de saber o salário exato do meu vizinho Alexia Martins, que trabalha aí.",True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2024.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Por favor enviar a resposta exclusivamente para o email pessoal: jadegarcia@ig.com.br.,True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 9553.,False
"Olá, meu nome é Levi Souza, portador do CPF 890.653.721-21, gostaria de saber o andamento do meu processo.",True
"Eu, Otto Barros, RG 874610539, venho requerer minha ficha financeira de 2023.",True
"Gostaria de saber o salário exato do meu vizinho Fernanda da Cruz, que trabalha aí.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2020.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (60) 90304-4361 ou fixo 0500 951 7152.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Gostaria de saber o salário exato do meu vizinho Dra. Isabella Cardoso, que trabalha aí.",True
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 276.,False
"Estou enviando meu RG 314678050 e comprovante de residência na Área João Felipe Gonçalves, 15 para atualização cadastral.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Moro na Rodovia Gomes e quero denunciar um buraco na porta da minha casa.,True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em dezembro/2020.,False
"Minha mãe, Srta. Sara Cassiano, está aguardando cirurgia. O CPF dela é 380.294.156-05. Qual a posição na fila?",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7837.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito cópia integral do contrato nº 3802/2024 referente à licitação de limpeza urbana.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Quero denunciar o servidor Ísis Pires, que bate o ponto e vai embora.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2018.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em novembro/2024.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em outubro/2020.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 4138.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Solicito meu histórico funcional. Segue meus dados: Ana Lívia da Mota, matrícula 81910, tel +55 51 93186 6047.",True
Por favor enviar a resposta exclusivamente para o email pessoal: aferreira@yahoo.com.br.,True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Solicito cópia integral do contrato nº 284/2022 referente à licitação de limpeza urbana.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 2626.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Solicito cópia integral do contrato nº 6606/2023 referente à licitação de limpeza urbana.,False
"Eu, Bento Cassiano, RG 301875625, venho requerer minha ficha financeira de 2023.",True
"Eu, Lucca Pimenta, RG 560783140, venho requerer minha ficha financeira de 2023.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Solicito meu histórico funcional. Segue meus dados: Luiz Fernando Azevedo, matrícula 43471, tel +55 (22) 9 7764-1490.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2024.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2022.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7395.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Por favor enviar a resposta exclusivamente para o email pessoal: machadomaria-vitoria@ig.com.br.,True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
"Quero denunciar o servidor Evelyn Duarte, que bate o ponto e vai embora.",True
Solicito cópia integral do contrato nº 9581/2025 referente à licitação de limpeza urbana.,False
"Moro na Vila Jesus, 2 e quero denunciar um buraco na porta da minha casa.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em janeiro/2018.,False
"Solicito meu histórico funcional. Segue meus dados: Rebeca Mendes, matrícula 2712, tel +55 (32) 9 8063 4615.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2018.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Minha mãe, Sr. Miguel Andrade, está aguardando cirurgia. O CPF dela é 640.723.581-26. Qual a posição na fila?",True
"Quero denunciar o servidor Anthony Porto, que bate o ponto e vai embora.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2018.,False
Por favor enviar a resposta exclusivamente para o email pessoal: raul58@uol.com.br.,True
"Gostaria de saber o salário exato do meu vizinho Benjamim Sampaio, que trabalha aí.",True
"Moro na Jardim de Cardoso, 91 e quero denunciar um buraco na porta da minha casa.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2021.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2025.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Minha mãe, Oliver Campos, está aguardando cirurgia. O CPF dela é 798.163.204-87. Qual a posição na fila?",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Qual o cronograma previsto para a reforma da escola classe 5380 da Ceilândia?,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Olá, meu nome é Anthony Gabriel Costela, portador do CPF 471.803.526-08, gostaria de saber o andamento do meu processo.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Olá, meu nome é Bryan Santos, portador do CPF 205.936.741-70, gostaria de saber o andamento do meu processo.",True
"Olá, meu nome é Alice Rodrigues, portador do CPF 725.019.643-06, gostaria de saber o andamento do meu processo.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em maio/2022.,False
Qual o cronograma previsto para a reforma da escola classe 8189 da Ceilândia?,False
"Solicito meu histórico funcional. Segue meus dados: Luísa da Rosa, matrícula 33181, tel +55 (069) 93663-4392.",True
"Quero denunciar o servidor Maria Sophia Lopes, que bate o ponto e vai embora.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Eu, Caio Teixeira, RG 147382506, venho requerer minha ficha financeira de 2023.",True
"Eu, Maria Alice Moreira, RG 08247316X, venho requerer minha ficha financeira de 2023.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Quero denunciar o servidor Pedro Alves, que bate o ponto e vai embora.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2023.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Gostaria de saber o salário exato do meu vizinho Josué Sousa, que trabalha aí.",True
Qual o cronograma previsto para a reforma da escola classe 3126 da Ceilândia?,False
"Quero denunciar o servidor Dra. Maria Julia Leão, que bate o ponto e vai embora.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Por favor enviar a resposta exclusivamente para o email pessoal: jose-miguel21@ig.com.br.,True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Minha mãe, Ryan Gonçalves, está aguardando cirurgia. O CPF dela é 604.821.379-40. Qual a posição na fila?",True
"Minha mãe, Mirella Rocha, está aguardando cirurgia. O CPF dela é 713.586.249-09. Qual a posição na fila?",True
"Eu, Lucas Gabriel Siqueira, RG 62510478X, venho requerer minha ficha financeira de 2023.",True
"Moro na Loteamento da Rosa, 97 e quero denunciar um buraco na porta da minha casa.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Segue em anexo meus documentos (CPF 432.175.069-52) para provar que sou eu pedindo sobre a licitação 79550.,True
"Eu, Breno Nascimento, RG 013276852, venho requerer minha ficha financeira de 2023.",True
"Eu, Arthur Gabriel Pereira, RG 845136707, venho requerer minha ficha financeira de 2023.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Gostaria de saber o salário exato do meu vizinho Sophia Freitas, que trabalha aí.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2020.,False
Qual o cronograma previsto para a reforma da escola classe 8845 da Ceilândia?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (77) 9 1591 0300 ou fixo +55 84 1563 2135.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2019.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 79 97796 1208 ou fixo (041) 8057-2151.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2022.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (040) 92555 4689 ou fixo +55 21 9770-4116.",True
"Moro na Área de Brito, 54 e quero denunciar um buraco na porta da minha casa.",True
"Minha mãe, Davi Miguel Novaes, está aguardando cirurgia. O CPF dela é 518.930.726-30. Qual a posição na fila?",True
"Minha mãe, Srta. Larissa Cavalcante, está aguardando cirurgia. O CPF dela é 801.743.259-32. Qual a posição na fila?",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Cópia do edital de chamamento público nº 7277 para credenciamento de clínicas.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 8803.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Solicito cópia integral do contrato nº 4282/2024 referente à licitação de limpeza urbana.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 1330.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Minha mãe, Lucas Gabriel Monteiro, está aguardando cirurgia. O CPF dela é 918.205.437-14. Qual a posição na fila?",True
"Solicito meu histórico funcional. Segue meus dados: Gael Moura, matrícula 3940, tel +55 58 95566-5939.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Por favor enviar a resposta exclusivamente para o email pessoal: caio14@ig.com.br.,True
"Minha mãe, Luigi Cirino, está aguardando cirurgia. O CPF dela é 637.942.081-96. Qual a posição na fila?",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em janeiro/2019.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2022.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Solicito cópia integral do contrato nº 7235/2023 referente à licitação de limpeza urbana.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (76) 9 7149 9863 ou fixo +55 (011) 8959-1038.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2024.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Por favor enviar a resposta exclusivamente para o email pessoal: liammendonca@gmail.com.,True
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Eu, Otávio Peixoto, RG 352640716, venho requerer minha ficha financeira de 2023.",True
"Minha mãe, Thales Fernandes, está aguardando cirurgia. O CPF dela é 086.273.594-74. Qual a posição na fila?",True
Solicito cópia integral do contrato nº 211/2021 referente à licitação de limpeza urbana.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em junho/2019.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em março/2020.,False
"Moro na Núcleo Vitor Gabriel Aragão, 7 e quero denunciar um buraco na porta da minha casa.",True
Solicito cópia integral do contrato nº 2371/2024 referente à licitação de limpeza urbana.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2022.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Cópia do edital de chamamento público nº 851 para credenciamento de clínicas.,False
Solicito cópia integral do contrato nº 4513/2021 referente à licitação de limpeza urbana.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Gostaria de saber o salário exato do meu vizinho Benjamim Albuquerque, que trabalha aí.",True
"Gostaria de saber o salário exato do meu vizinho Sarah Jesus, que trabalha aí.",True
"Estou enviando meu RG 420753187 e comprovante de residência na Avenida Henrique Gonçalves, 69 para atualização cadastral.",True
"Minha mãe, Maria Clara Pacheco, está aguardando cirurgia. O CPF dela é 632.740.951-25. Qual a posição na fila?",True
Por favor enviar a resposta exclusivamente para o email pessoal: montenegromaria-sophia@gmail.com.,True
"Quero denunciar o servidor Sr. Diogo Peixoto, que bate o ponto e vai embora.",True
Segue em anexo meus documentos (CPF 519.846.032-05) para provar que sou eu pedindo sobre a licitação 62114.,True
"Quero denunciar o servidor Sabrina Montenegro, que bate o ponto e vai embora.",True
"Solicito meu histórico funcional. Segue meus dados: Yan Mendes, matrícula 21022, tel +55 (51) 9 0463 6815.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Por favor enviar a resposta exclusivamente para o email pessoal: sousamaria-eduarda@hotmail.com.,True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em outubro/2023.,False
"Minha mãe, Alexandre Machado, está aguardando cirurgia. O CPF dela é 851.349.267-19. Qual a posição na fila?",True
Solicito cópia integral do contrato nº 3956/2019 referente à licitação de limpeza urbana.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2021.,False
Segue em anexo meus documentos (CPF 053.271.469-52) para provar que sou eu pedindo sobre a licitação 81242.,True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Solicito meu histórico funcional. Segue meus dados: Dra. Maya da Mota, matrícula 84940, tel +55 10 9 8099 6930.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Moro na Fazenda da Mata, 304 e quero denunciar um buraco na porta da minha casa.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Solicito cópia integral do contrato nº 6494/2022 referente à licitação de limpeza urbana.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em junho/2020.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em outubro/2024.,False
"Olá, meu nome é Caio Cavalcanti, portador do CPF 698.230.147-87, gostaria de saber o andamento do meu processo.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Estou enviando meu RG 530671840 e comprovante de residência na Vereda Dias, 94 para atualização cadastral.",True
"Gostaria de saber o salário exato do meu vizinho Gustavo Henrique Cirino, que trabalha aí.",True
"Quero denunciar o servidor Dr. Léo Pimenta, que bate o ponto e vai embora.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Qual o cronograma previsto para a reforma da escola classe 5282 da Ceilândia?,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Qual o cronograma previsto para a reforma da escola classe 6580 da Ceilândia?,False
"Estou enviando meu RG 624831759 e comprovante de residência na Chácara Caldeira, 9 para atualização cadastral.",True
"Moro na Praia de Borges, 67 e quero denunciar um buraco na porta da minha casa.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Por favor enviar a resposta exclusivamente para o email pessoal: ccavalcante@bol.com.br.,True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 86 9 7471 5203 ou fixo (061) 1919 8505.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Segue em anexo meus documentos (CPF 865.793.410-84) para provar que sou eu pedindo sobre a licitação 71745.,True
"Solicito meu histórico funcional. Segue meus dados: Laura da Mata, matrícula 67980, tel +55 (035) 93340-6201.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em dezembro/2024.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 9135.,False
"Quero denunciar o servidor Fernando Moreira, que bate o ponto e vai embora.",True
Por favor enviar a resposta exclusivamente para o email pessoal: emoreira@uol.com.br.,True
Segue em anexo meus documentos (CPF 307.561.298-77) para provar que sou eu pedindo sobre a licitação 81512.,True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Minha mãe, Alana Dias, está aguardando cirurgia. O CPF dela é 879.160.325-03. Qual a posição na fila?",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2022.,False
"Eu, Matteo Martins, RG 018364275, venho requerer minha ficha financeira de 2023.",True
"Estou enviando meu RG 573208414 e comprovante de residência na Conjunto Maria Alice Siqueira, 12 para atualização cadastral.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2024.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2019.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2024.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Cópia do edital de chamamento público nº 7282 para credenciamento de clínicas.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Qual o cronograma previsto para a reforma da escola classe 4886 da Ceilândia?,False
Qual o cronograma previsto para a reforma da escola classe 2285 da Ceilândia?,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Por favor enviar a resposta exclusivamente para o email pessoal: ana-clarapinto@yahoo.com.br.,True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (082) 99682 4485 ou fixo +55 (041) 0728 8959.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2025.,False
"Quero denunciar o servidor Dra. Ana Lívia Barbosa, que bate o ponto e vai embora.",True
"Solicito meu histórico funcional. Segue meus dados: Luna Moura, matrícula 53468, tel +55 58 9 7964 7408.",True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 18 9 7564-6726 ou fixo +55 31 6815-4185.",True
Cópia do edital de chamamento público nº 1214 para credenciamento de clínicas.,False
"Solicito meu histórico funcional. Segue meus dados: Maria Vitória Viana, matrícula 24630, tel +55 (081) 96064 8422.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 6494.,False
"Estou enviando meu RG 208563143 e comprovante de residência na Vila Peixoto, 80 para atualização cadastral.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em outubro/2018.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 6789.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Quero denunciar o servidor Ravi Lucca Nunes, que bate o ponto e vai embora.",True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 54 90423-1697 ou fixo 0300-206-7549.",True
"Quero denunciar o servidor Miguel Barros, que bate o ponto e vai embora.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2024.,False
"Moro na Jardim de Farias, 64 e quero denunciar um buraco na porta da minha casa.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Qual o cronograma previsto para a reforma da escola classe 7759 da Ceilândia?,False
"Solicito meu histórico funcional. Segue meus dados: Raquel Carvalho, matrícula 63267, tel +55 (80) 9 9573 9405.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2022.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Moro na Via Milena Freitas, 87 e quero denunciar um buraco na porta da minha casa.",True
"Estou enviando meu RG 208643175 e comprovante de residência na Condomínio de Rezende, 85 para atualização cadastral.",True
"Moro na Conjunto Vitor Hugo Barros, 2 e quero denunciar um buraco na porta da minha casa.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
